0000 07-07-77 08:19:20 +25C 65535   325   16   5 Ê22
0001 000 004 018 116 255 255 000 000 083 252 000 054 197 255 041 002
0002 000 000 021 113 255 224 009 000 087 250 024 046 254 255 069 005
0003 000 003 013 115 255 255 007 000 072 253 020 053 255 255 056 056
0004 000 012 001 104 255 255 000 000 050 234 018 065 255 255 024 031
0005 000 015 000 091 181 255 000 000 016 213 016 070 255 255 045 015
0006 000 011 000 101 177 255 000 000 000 231 013 067 244 233 045 006
0007 000 008 000 076 176 255 010 000 000 191 017 060 209 224 065 000
0008 003 009 000 080 163 255 020 000 011 191 035 061 148 243 083 000
0009 005 013 000 039 163 255 018 000 019 123 036 069 089 255 080 014
0010 000 005 000 043 165 255 006 000 001 132 013 055 068 255 075 010
0011 000 002 000 077 193 255 003 000 000 196 000 050 091 255 051 014
0012 000 003 000 088 245 255 010 000 000 212 000 054 119 255 065 019
0013 000 011 000 103 255 255 028 000 007 236 000 065 124 255 097 027
0014 006 013 000 131 255 255 014 002 013 255 000 065 110 255 076 020
0015 000 006 000 104 255 255 013 000 015 233 000 056 082 255 070 007
0016 000 007 000 084 255 255 006 000 016 203 000 059 076 255 064 005
0017 000 014 000 056 255 255 010 000 027 155 000 072 089 255 063 028
0018 000 015 000 029 241 255 004 000 025 115 000 080 131 255 053 039
0019 000 017 000 029 139 253 003 000 014 106 000 075 148 255 054 048
0020 000 021 000 025 091 255 000 006 000 097 000 084 129 255 038 063
0021 000 011 000 023 115 255 000 000 000 089 000 064 126 255 034 040
0022 000 014 000 029 135 255 000 000 000 103 000 073 159 248 026 006
0023 000 025 000 021 086 255 000 000 000 091 010 094 160 168 016 020
0024 000 034 000 016 119 255 000 000 013 082 021 106 137 120 000 013
0025 008 046 000 006 143 255 000 000 016 061 041 124 175 081 011 017
0026 000 044 000 003 153 255 000 000 006 061 028 120 244 071 039 017
0027 002 050 000 013 177 255 016 000 000 074 026 132 255 100 075 032
0028 000 052 000 035 249 255 014 000 000 115 002 134 255 130 073 016
0029 000 047 000 033 255 255 000 000 005 109 006 128 255 146 039 007
0030 000 062 000 038 255 255 000 000 032 117 005 154 255 155 019 000
0031 000 064 003 044 255 255 000 000 054 128 013 161 255 158 009 000
0032 000 072 001 026 255 255 000 000 049 098 024 174 215 158 012 000
0033 004 075 000 033 255 255 000 000 033 109 037 179 175 158 012 000
0034 006 071 000 016 255 255 000 000 027 080 040 171 175 158 032 000
0035 005 051 000 011 255 255 002 000 008 069 038 128 193 151 051 035
0036 000 034 000 035 255 255 019 000 025 112 028 104 210 150 080 000
0037 000 024 000 020 255 255 018 000 043 089 020 089 214 151 078 013
0038 000 031 000 048 255 255 015 000 038 137 007 100 197 153 074 008
0039 000 037 000 037 255 255 009 000 041 123 000 114 200 149 060 001
0040 000 045 000 053 255 255 004 000 035 159 000 128 224 145 054 005
0041 000 053 000 057 255 255 000 000 030 157 000 143 250 157 044 000
0042 000 060 000 062 255 255 000 000 016 162 000 152 255 185 039 000
0043 000 051 000 047 255 255 000 000 000 134 000 138 255 228 033 000
0044 000 039 000 034 255 255 000 000 003 112 005 117 255 255 040 000
0045 000 037 000 038 255 220 022 000 014 119 010 111 255 255 087 026
0046 000 039 000 035 160 212 030 000 024 112 014 112 255 255 096 024
0047 000 035 000 041 052 255 024 000 039 130 025 103 255 255 086 008
0048 010 039 000 062 132 255 018 000 016 160 049 115 255 255 076 015
0049 025 048 000 055 231 255 012 000 017 149 069 128 255 255 070 006
0050 046 060 000 034 255 255 017 000 036 113 101 152 255 226 076 002
0051 064 072 000 062 255 255 015 000 020 160 127 168 255 204 074 001
0052 062 092 000 058 255 255 003 000 017 154 121 205 255 210 052 019
0053 056 091 000 048 255 255 002 000 032 139 109 205 255 222 053 031
0054 051 071 000 068 255 255 014 000 032 170 105 168 255 220 072 017
0055 043 049 000 074 255 255 013 000 019 175 091 132 255 201 072 000
0056 045 054 001 071 255 255 000 000 051 177 094 147 255 197 038 029
0057 038 060 010 064 255 255 015 000 065 166 084 155 207 209 077 047
0058 033 066 006 069 255 255 020 001 058 177 077 166 181 235 087 051
0059 035 069 000 063 255 255 028 000 002 165 082 169 188 255 095 050
0060 031 069 004 064 255 255 023 000 058 166 076 168 189 255 088 047
0061 018 058 028 065 255 255 052 000 099 170 058 147 202 255 138 025
0062 007 052 032 055 255 255 073 000 104 156 041 131 226 255 174 064
0063 002 047 021 063 255 255 078 000 084 158 032 126 252 255 183 005
0064 000 046 000 043 255 255 067 000 043 132 023 125 255 255 163 026
0065 000 040 000 040 255 255 057 000 043 127 029 113 255 255 151 021
0066 004 012 000 018 255 255 058 000 037 088 039 066 255 255 151 017
0067 009 000 000 037 255 255 054 000 037 119 042 043 255 255 140 033
0068 002 004 000 039 255 255 026 000 035 127 033 059 255 255 091 016
0069 000 014 000 008 255 255 005 000 031 066 016 070 255 255 058 019
0070 000 009 000 006 255 255 012 000 026 064 008 063 255 255 069 035
0071 000 016 000 021 255 255 015 000 032 091 008 078 255 255 072 032
0072 000 025 000 006 255 255 011 000 041 064 019 092 255 254 069 007
0073 000 029 003 027 255 255 000 000 054 097 021 097 255 201 018 000
0074 000 027 001 006 255 255 000 010 051 062 021 092 216 161 023 007
0075 005 024 000 004 214 255 000 000 034 052 035 088 230 136 046 000
0076 023 031 002 034 224 255 000 000 053 108 062 100 249 120 049 000
0077 037 043 037 031 255 255 000 000 113 104 087 118 255 119 043 000
0078 059 042 038 025 255 255 000 000 113 092 120 116 255 156 043 007
0079 085 054 027 010 255 255 000 000 095 071 154 139 255 168 031 026
0080 100 053 007 012 255 255 000 000 061 070 176 135 255 143 031 040
0081 093 029 000 006 255 255 007 000 039 058 163 094 237 106 063 043
0082 064 018 000 024 255 255 009 001 024 088 120 075 209 077 068 057
0083 039 020 000 017 218 255 015 008 044 082 085 082 225 137 075 072
0084 023 037 010 032 221 255 001 002 065 110 064 113 255 209 049 048
0085 015 050 004 008 255 255 004 002 054 072 052 134 255 251 056 055
0086 009 073 000 018 233 255 012 000 023 084 043 172 255 229 068 046
0087 008 082 000 022 158 255 020 000 000 093 043 184 255 231 082 028
0088 011 077 000 025 112 255 030 000 000 102 047 175 255 215 105 019
0089 016 058 000 023 138 255 027 000 008 090 053 142 237 212 098 013
0090 021 046 000 024 225 255 032 000 019 100 064 124 205 232 104 008
0091 020 047 000 043 255 255 031 000 010 127 060 130 177 245 099 000
0092 014 053 000 026 255 255 015 000 013 099 051 139 159 243 075 000
0093 007 061 003 006 255 255 003 000 057 063 041 154 147 230 054 000
0094 001 045 015 013 255 253 027 000 078 072 033 122 168 188 094 000
0095 019 024 030 002 255 255 034 000 105 055 039 087 202 148 105 000
0096 002 003 031 017 255 255 029 000 107 083 032 051 219 126 097 023
0097 000 000 024 001 255 255 037 000 092 058 019 036 218 133 110 004
0098 000 000 013 007 255 255 018 000 069 065 018 042 186 172 083 002
0099 000 013 000 014 255 255 034 000 039 057 016 070 160 220 105 004
0100 000 030 000 002 255 255 039 000 000 054 016 098 173 255 120 008
0101 000 039 000 001 255 255 033 000 021 051 002 113 195 255 105 030
0102 000 031 015 000 255 255 006 000 078 046 013 098 254 255 058 022
0103 000 023 027 000 255 255 012 000 098 029 025 082 255 255 067 043
0104 000 001 023 003 255 255 000 000 091 037 025 046 255 255 044 048
0105 000 000 017 000 255 255 000 000 079 030 024 025 255 255 021 033
0106 000 000 006 000 255 255 000 000 058 029 018 044 255 255 033 031
0107 019 002 002 000 255 255 000 000 052 015 023 047 255 255 033 029
0108 004 006 016 000 193 255 000 000 078 016 037 056 255 255 043 019
0109 011 005 026 000 191 255 019 000 094 024 047 056 255 255 083 019
0110 001 006 018 000 226 255 019 000 078 031 031 055 255 230 079 023
0111 004 025 003 002 235 255 014 000 053 054 036 075 255 201 077 003
0112 002 021 000 019 215 255 033 000 029 085 033 085 255 189 095 013
0113 000 037 000 015 124 255 032 000 003 082 025 113 255 196 105 026
0114 000 043 000 002 086 255 018 000 000 060 023 122 255 203 082 034
0115 000 038 000 003 077 255 002 000 009 067 019 109 255 197 052 051
0116 000 020 000 003 119 255 000 007 023 060 015 079 255 172 049 064
